iata_code;icao_code;name_eng;city_eng;страна_англ
DBU;OMDB;Дамбулу Коме Танк;Дамбула;Мозамбик
DBV;LDDU;Дубровник;Дубровник;Хорватия
DBY;YDAY;Дэлби;Дэлби;Австралия
DCA;KDCA;Рейган Вашингтон Нэшнл;Вашингтон;Соединенные Штаты
DCF;TDCF;Тростниковое поле;Рид;Доминика
DCI;LIED;Рафсу Децимоманно;Децимоманну;Италия
DCK;KDCK;Даль Крик Арпт;Дал Крик;Соединенные Штаты
DCM;LFCK;Мазаме;Кастр;Франция
DCR;KDCR;Декейтер Хай-Вэй;Декейтер;Соединенные Штаты
DCT;MYRD;Дункан Таун;Дункан Таун;Багамы
DCU;KDCU;Пёр;Декейтер;Соединенные Штаты
DDC;KDDC;Муниципальный Додж-Сити;Додж Сити;Соединенные Штаты
DDG;ZYDD;Даньдун;Даньдун;Китай
DDI;;Мечта;Мечта;Австралия
DDM;;Додоима;Додоима;Папуа - Новая Гвинея
DDN;YDLT;Дельта Даунс;Дельта Даунс;Австралия
DDP;ZGCS;Пляж Дорадо;Дорадо;Пуэрто-Рико
DDU;OPDD;Игральная кость;Игральная кость;Пакистан
DEA;OPDG;Дера Гази Хан;Дера Гази Хан;Пакистан
DEB;LHDC;Дебрецен;Дебрецен;Венгрия
DEC;KDEC;Декейтер Арпт;Декейтер;Соединенные Штаты
DED;VIDN;Дехра Дун;Дехра Дун;Индия
DEF;OIAD;Развернуть;Развернуть;Иран
DEH;KDEH;Муниципальный;Декора;Соединенные Штаты
DEI;FSSD;Остров Денис;Остров Денис;Сейшельские острова
DEL;VIDP;Международный имени Индиры Ганди;Нью-Дели;Индия
DEM;HADD;Грехи;Грехи;Эфиопия
DEN;KDEN;Денвер Интернэшнл;Денвер;Соединенные Штаты
DEO;LFPG;Хаятт Ридженси Х/П;Дирборн;Соединенные Штаты
DEP;MYGD;Депаризо;Депаризо;Иран
DER;;моя кожа;моя кожа;Папуа - Новая Гвинея
DES;FSDR;Горные породы;Горные породы;Сейшельские острова
DET;KDET;Детройт Сити;Детройт;Соединенные Штаты
DEZ;OSDZ;Аль Джафра;Дейреззор;Сирия
DFI;KDFI;Мемориал;неповиновение;Соединенные Штаты
DFP;YDDF;Драмдафф;Драмдафф;Австралия
DFW;KDFW;Даллас/Форт-Уэрт Интернэшнл;Даллас, Техас;Соединенные Штаты
DGA;MZPB;Дангрига;Дангрига;Белиз
DGB;LFNA;Дэнджер Бэй;Дэнджер Бэй;Соединенные Штаты
DGC;HADB;Дегабур;Дегабур;Эфиопия
DGD;KSUX;Далгаранга;Далгаранга;Австралия
DGE;YMDG;Маджи;Маджи;Австралия
DGF;YPGV;Бисби-Дуглас Интернэшнл;Дуглас;Соединенные Штаты
DGG;PADG;Много;Много;Папуа - Новая Гвинея
DGK;ZSAM;Дюгонь;Дюгонь;Филиппины
DGL;KDGL;Дуглас Муниципальный;Дуглас;Чад
DGM;PGUM;Дунгуань;Дунгуань;Китай
DGN;KNDY;НАФ;Дальгрен;Норвегия
DGO;MMDO;Гваделупе Виктория;Дуранго;Мексика
DGP;EVDA;Даугавпилс;Даугавпилс;Латвия
DGR;NZDA;Даргавилль;Даргавилль;Новая Зеландия
DGT;RPVD;Думагете;Думагете;Филиппины
DGU;DFOD;Дедугу;Дедугу;Буркина-Фасо
DGW;KDGW;Конверс Каунти;Дуглас;Соединенные Штаты
DHA;OEDR;Диета;Диета;Саудовская Аравия
DHD;YDRH;Дарем Даунс;Дарем Даунс;Австралия
DHF;OMAM;Военная квартира Аль-Дафра;Абу Даби;Объединенные Арабские Эмираты
DHI;VNDH;Дхангархи;Дхангархи;Непал
DHL;ODAL;Интерес;Интерес;Йемен
DHM;VIGG;Гаггал аэропорт;Дхарамсала;Индия
DHN;KDHN;Дотан Арпт;Дотан;Соединенные Штаты
DHR;EHKD;Де Кой/Аэропорт Ден Хелдер;ден Хелдер;Нидерланды
DHT;KDHT;Далхарт;Далхарт;Джибути
DIB;VEMN;Дибругарх;Дибругарх;Индия
DIC;WPDH;Вертодром города Дили;нет;Индонезия
DIE;FMNA;Анциранана/Аррахарт;Анциранана;Мадагаскар
DIG;ZPDQ;Дицин;Дицин;Китай
DIJ;LFSD;Дижон;Дижон;Франция
DIK;KDIK;Дикинсон;Дикинсон;Соединенные Штаты
DIL;WPDL;Международный аэропорт Президенти Николау Лобато;нет;Индонезия
DIM;DIDK;Димбокро;Димбокро;Кот-д'Ивуар
DIN;VVDB;скажи хорошо;Дьенбьенфу;Вьетнам
DIO;KDIO;Остров Диомида;Остров Диомида;Соединенные Штаты
DIP;DFED;Диапага;Диапага;Буркина-Фасо
DIQ;SNDV;Дивинополис;Дивинополис;Бразилия
DIR;HADR;Аба Тенна Д Йилма;Дире Дава;Эфиопия
DIS;FCPL;Лубомо;Лубомо;Конго
DIU;;он говорит;он говорит;Индия
DIV;DIDV;Звезда;Звезда;Кот-д'Ивуар
DIW;;Лагуна Мавелла;Диквелла;Шри-Ланка
DIY;LTCC;Диярбакыр;Диярбакыр;Турция
DJA;DBBD;Джугу;Джугу;Бенин
DJB;WIPA;Султан Таха Сиарифуддин;Джамби;Индонезия
DJE;DTTJ;Джерба-Зарзис;Джерба;Тунис
DJG;DAAJ;Инедбиренн;Джанет;Алжир
DJJ;WAJJ;Сентани;Джаяпура;Индонезия
DJM;FCBD;Джамбала;Джамбала;Конго
DJN;KDJN;Дельта-Джанкшен;Дельта-Джанкшен;Соединенные Штаты
DJO;DIDL;Далоа;Далоа;Кот-д'Ивуар
DJU;BIDV;Дьюпивогур;Дьюпивогур;Исландия
DKI;YDKI;Остров Данк;Остров Данк;Австралия
DKK;KDKK;Дюнкерк;Дюнкерк;Соединенные Штаты
DKR;GOOY;Дакар-Йофф-Лï¿½ï¿½ï¿½опольд Сю¿½ï¿½ï¿½дар Сенгх;Дакар;Сенегал
DKS;UODD;Диксон;Диксон;Российская Федерация
DKV;YDVR;Река Докер;Река Докер;Австралия
DLA;FKKD;Дуала;Дуала;Камерун
DLC;ZYTL;Далянь;Далянь;Китай
DLD;ENDI;Аэропорт Дагали;Прохладный;Норвегия
DLE;LFGJ;Таво;Должен;Франция
DLF;KDLF;Авиабаза Лафлин;Из реки;Соединенные Штаты
DLG;PADL;Муниципальный;Диллингем;Соединенные Штаты
DLH;KDLH;Дулут Интернэшнл;Дулут;Соединенные Штаты
DLI;VVDL;Лиенкхан;Далат;Вьетнам
DLK;YDLK;Дулканинна;Дулканинна;Австралия
DLL;KDLC;Диллон;Диллон;Соединенные Штаты
DLM;LTBS;Внутренний;Внутренний;Турция
DLN;KDLN;Диллон;Диллон;Соединенные Штаты
DLO;LKPM;Доломи;Доломи;Соединенные Штаты
DLP;;Диснейленд Париж;Диснейленд Париж;Франция
DLS;KDLS;Региональное ущелье Колумбия / Муниципальный аэропорт Даллес;Даллес;Соединенные Штаты
DLU;ZPDL;легкость;Дали Сити;Китай
DLV;YDLV;Делиссавилль;Делиссавилль;Австралия
DLY;NVVD;Диллонс Бэй;Диллонс Бэй;Вануату
DLZ;ZMDZ;Даланзадгад;Даланзадгад;Монголия
DMA;KDMA;Авиабаза Дэвис Монтан;Тусон;Соединенные Штаты
DMB;UADD;Zhambyl;Zhambyl;Казахстан
DMD;YDMG;Думаджи;Думаджи;Австралия
DME;UUDD;Домодедово;Москва;Российская Федерация
DMN;KDMN;Деминг;Деминг;Соединенные Штаты
DMO;KDMO;Седалия;Седалия;Соединенные Штаты
DMR;;Дхамар;Дхамар;Йемен
DMT;SWDM;алмаз;алмаз;Бразилия
DMU;VEMR;Димапур;Димапур;Индия
DNA;RODN;Цепь АБ;Окинава;Япония
DNB;YDBR;Данбар;Данбар;Австралия
DNC;;Данные;Данные;Кот-д'Ивуар
DND;EGPN;Данди;Данди;Великобритания
DNE;KDNE;Даллас Норт аэропорт;Даллас;Соединенные Штаты
DNF;;Мартуба;Здесь;Ливия
DNG;VVTH;пристань;пристань;Филиппины
DNH;ZLDH;Дуньхуан;Дуньхуан;Китай
DNI;HSWD;Вад Медани;Вад Медани;Судан
DNK;UKDD;Днепропетровск;Днепропетровск;Украина
DNL;KDNL;Дэниел Филд;Огаста, Джорджия;Соединенные Штаты
DNM;;Денхэм;Денхэм;Австралия
DNN;KDNN;Муниципальный;Далтон;Соединенные Штаты
DNO;SWDN;Дианаполис;Дианаполис;Бразилия
DNP;VNDG;Бледный;Бледный;Непал
DNQ;YDLQ;Дениликин;Дениликин;Австралия
DNR;LFRD;плачет;Динар;Франция
DNS;KDNS;Муниципальный;Денисон;Соединенные Штаты
DNT;;Вертодром в центре города;Санта Ана;Колумбия
DNU;;Поднятый;Поднятый;Папуа - Новая Гвинея
DNV;KDNV;Округ Вермилион;Дэнвилл, Иллинойс;Соединенные Штаты
DNX;HSGG;Галегу;Ужин;Эфиопия
DNZ;LTAY;карты;Денизли;Турция
DOA;;Доани;Доани;Мадагаскар
DOB;WAPD;Аэропорт Добо;Бассейн;Индонезия
DOC;;Дорнох;Дорнох;Великобритания
DOD;HTDO;Додома;Додома;Танзания
DOE;SMDJ;Джемое;Джемое;Суринам
DOF;LLSD;Дора Бэй;Дора Бэй;Соединенные Штаты
DOG;HSDN;Донгола;Донгола;Судан
DOH;OTHH;Доха;Доха;Катар
DOI;;Дойни;Дойни;Папуа - Новая Гвинея
DOK;UKCC;Донецкий международный аэропорт;Донецк;Украина
DOL;LFRG;Сен-Гатьен;Довиль;Франция
DOM;TDPD;Мелвилл Холл;Доминика;Доминика
DON;MGDL;две лагуны;две лагуны;Гватемала
DOO;;Доробисоро;Доробисоро;Папуа - Новая Гвинея
